sim_time,supervisor_event,controller_event,Plant.Temperature,Plant.Temperature_heater,Controller.heater_ctrl,Supervisor.temperature_desired,Supervisor.heating_time
3959.5,False,True,36.26749801635742,40.311397552490234,False,36.37289810180664,20.073711395263672
3960.0,False,True,36.263671875,40.30113220214844,False,36.37289810180664,20.073711395263672
3960.5,False,True,36.25983428955078,40.29087829589844,False,36.37289810180664,20.073711395263672
3961.0,False,True,36.255977630615234,40.28064727783203,False,36.37289810180664,20.073711395263672
3961.5,False,True,36.25210952758789,40.27042770385742,False,36.37289810180664,20.073711395263672
3962.0,False,True,36.24822235107422,40.26022720336914,False,36.37289810180664,20.073711395263672
3962.5,False,True,36.244319915771484,40.25004196166992,False,36.37289810180664,20.073711395263672
3963.0,False,True,36.24040222167969,40.239871978759766,False,36.37289810180664,20.073711395263672
3963.5,False,True,36.23646926879883,40.22971725463867,False,36.37289810180664,20.073711395263672
3964.0,False,True,36.232521057128906,40.219581604003906,False,36.37289810180664,20.073711395263672
3964.5,False,True,36.22855758666992,40.20945739746094,False,36.37289810180664,20.073711395263672
3965.0,False,True,36.224578857421875,40.1993522644043,False,36.37289810180664,20.073711395263672
3965.5,False,True,36.22058868408203,40.18925857543945,False,36.37289810180664,20.073711395263672
3966.0,False,True,36.21657943725586,40.17918395996094,False,36.37289810180664,20.073711395263672
3966.5,False,True,36.21255874633789,40.169124603271484,False,36.37289810180664,20.073711395263672
3967.0,False,True,36.208518981933594,40.159080505371094,False,36.37289810180664,20.073711395263672
3967.5,False,True,36.2044677734375,40.149051666259766,False,36.37289810180664,20.073711395263672
3968.0,False,True,36.20040512084961,40.139034271240234,False,36.37289810180664,20.073711395263672
3968.5,False,True,36.19632339477539,40.12903594970703,False,36.37289810180664,20.073711395263672
3969.0,False,True,36.192230224609375,40.11905288696289,False,36.37289810180664,20.073711395263672
3969.5,False,True,36.1881217956543,40.10908126831055,False,36.37289810180664,20.073711395263672
3970.0,False,True,36.183998107910156,40.09912872314453,False,36.37289810180664,20.073711395263672
3970.5,False,True,36.17986297607422,40.08918762207031,False,36.37289810180664,20.073711395263672
3971.0,False,True,36.175716400146484,40.07926559448242,False,36.37289810180664,20.073711395263672
3971.5,False,True,36.17155075073242,40.06935501098633,False,36.37289810180664,20.073711395263672
3972.0,False,True,36.16737747192383,40.0594596862793,False,36.37289810180664,20.073711395263672
3972.5,False,True,36.163185119628906,40.04957580566406,False,36.37289810180664,20.073711395263672
3973.0,False,True,36.15898513793945,40.039710998535156,False,36.37289810180664,20.073711395263672
3973.5,False,True,36.15476608276367,40.02985763549805,False,36.37289810180664,20.073711395263672
3974.0,False,True,36.15053939819336,40.02001953125,False,36.37289810180664,20.073711395263672
3974.5,False,True,36.146297454833984,40.010196685791016,False,36.37289810180664,20.073711395263672
3975.0,False,True,36.14204025268555,40.00038528442383,False,36.37289810180664,20.073711395263672
3975.5,False,True,36.13777160644531,39.99059295654297,False,36.37289810180664,20.073711395263672
3976.0,False,True,36.13349151611328,39.98080825805664,False,36.37289810180664,20.073711395263672
3976.5,False,True,36.12919998168945,39.97104263305664,False,36.37289810180664,20.073711395263672
3977.0,False,True,36.12489318847656,39.96128845214844,False,36.37289810180664,20.073711395263672
3977.5,False,True,36.120574951171875,39.9515495300293,False,36.37289810180664,20.073711395263672
3978.0,False,True,36.11624526977539,39.94182205200195,False,36.37289810180664,20.073711395263672
3978.5,False,True,36.11190414428711,39.93210983276367,False,36.37289810180664,20.073711395263672
3979.0,False,True,36.107547760009766,39.92241287231445,False,36.37289810180664,20.073711395263672
3979.5,False,True,36.10318374633789,39.91272735595703,False,36.37289810180664,20.073711395263672
3980.0,False,True,36.09880447387695,39.90305709838867,False,36.37289810180664,20.073711395263672
3980.5,False,True,36.09441375732422,39.89339828491211,False,36.37289810180664,20.073711395263672
3981.0,False,True,36.09001159667969,39.883750915527344,False,36.37289810180664,20.073711395263672
